area_name,area_type,ref_period,crime_or_offence,measure_type,value
Scottish Borders,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,417
City of Edinburgh,Local Authority,2006/2007,offences-group-6-urinating-etc,count,67
Aberdeen City,Local Authority,2006/2007,crimes-group-1-common-assault,count,4203
South Ayrshire,Local Authority,2006/2007,crimes-group-3-fraud,count,120
East Dunbartonshire,Local Authority,2006/2007,crimes-group-1-serious-assault-and-attempted-murder,count,88
Clackmannanshire,Local Authority,2006/2007,crimes-group-1-other-non-sexual-violence,count,48
City of Edinburgh,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,2816
Perth and Kinross,Local Authority,2006/2007,all-group-1-non-sexual-crimes-of-violence,count,1589
Argyll and Bute,Local Authority,2006/2007,crimes-group-3-housebreaking,count,358
South Ayrshire,Local Authority,2006/2007,crimes-group-3-other-theft,count,1094
Na h-Eileanan Siar,Local Authority,2006/2007,all-group-4-damage-and-reckless-behaviour,count,359
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-4-vandalism,count,344
Aberdeen City,Local Authority,2006/2007,crimes-group-2-indecent-photos-of-children,count,0
East Dunbartonshire,Local Authority,2006/2007,crimes-group-2-crimes-associated-with-prostitution,count,2
Aberdeen City,Local Authority,2006/2007,crimes-group-2-causing-to-view-sexual-activity-or-images,count,47
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-2-causing-to-view-sexual-activity-or-images,count,1
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-1-other-non-sexual-violence,count,11
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-3-theft-of-a-motor-vehicle,count,46
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-2-indecent-photos-of-children,count,0
Fife,Local Authority,2006/2007,all-crimes,count,36011
Dundee City,Local Authority,2006/2007,offences-group-6-threatening-and-abusive-behaviour,count,4335
Dundee City,Local Authority,2006/2007,crimes-group-5-other-crimes-against-society,count,5
Dundee City,Local Authority,2006/2007,offences-group-8-dangerous-and-careless-driving,count,334
South Ayrshire,Local Authority,2006/2007,crimes-group-3-other-dishonesty,count,71
South Ayrshire,Local Authority,2006/2007,crimes-group-4-fire-raising,count,64
Dundee City,Local Authority,2006/2007,offences-group-8-driving-under-the-influence,count,368
Falkirk,Local Authority,2006/2007,offences-group-6-urinating-etc,count,277
Falkirk,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,924
Clackmannanshire,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,69
South Ayrshire,Local Authority,2006/2007,offences-group-6-urinating-etc,count,339
Clackmannanshire,Local Authority,2006/2007,crimes-group-3-theft-by-opening-lockfast-places,count,91
Dundee City,Local Authority,2006/2007,crimes-group-5-drugs-possession,count,1107
South Ayrshire,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,478
Clackmannanshire,Local Authority,2006/2007,crimes-group-2-causing-to-view-sexual-activity-or-images,count,6
Aberdeen City,Local Authority,2006/2007,crimes-group-1-other-non-sexual-violence,count,131
Clackmannanshire,Local Authority,2006/2007,crimes-group-3-housebreaking,count,312
Clackmannanshire,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,5
Aberdeen City,Local Authority,2006/2007,crimes-group-3-theft-of-a-motor-vehicle,count,1074
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-1-causing-death-by-driving-dangerously,count,0
Aberdeen City,Local Authority,2006/2007,all-group-4-damage-and-reckless-behaviour,count,5705
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-1-common-assault,count,310
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-1-serious-assault-and-attempted-murder,count,40
East Dunbartonshire,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,3
East Dunbartonshire,Local Authority,2006/2007,crimes-group-3-housebreaking,count,462
Aberdeen City,Local Authority,2006/2007,crimes-group-4-vandalism,count,5415
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-1-murder-and-culpable-homicide,count,1
Shetland Islands,Local Authority,2006/2007,crimes-group-3-fraud,count,13
Glasgow City,Local Authority,2006/2007,crimes-group-5-drugs-supply,count,1782
Shetland Islands,Local Authority,2006/2007,crimes-group-3-other-theft,count,146
Glasgow City,Local Authority,2006/2007,crimes-group-5-other-crimes-against-society,count,45
Glasgow City,Local Authority,2006/2007,crimes-group-5-drugs-possession,count,7081
Midlothian,Local Authority,2006/2007,all-crimes,count,7583
Midlothian,Local Authority,2006/2007,all-group-1-non-sexual-crimes-of-violence,count,1385
Shetland Islands,Local Authority,2006/2007,crimes-group-3-shoplifting,count,30
Scottish Borders,Local Authority,2006/2007,offences-group-8-driving-under-the-influence,count,205
Scottish Borders,Local Authority,2006/2007,crimes-group-2-rape-attempted-rape,count,21
Scottish Borders,Local Authority,2006/2007,crimes-group-1-robbery,count,9
Scottish Borders,Local Authority,2006/2007,crimes-group-2-crimes-associated-with-prostitution,count,1
Scottish Borders,Local Authority,2006/2007,crimes-group-2-sexual-assault,count,43
Glasgow City,Local Authority,2006/2007,offences-group-8-dangerous-and-careless-driving,count,1748
Glasgow City,Local Authority,2006/2007,offences-group-6-threatening-and-abusive-behaviour,count,18037
Scottish Borders,Local Authority,2006/2007,all-group-3-crimes-of-dishonesty,count,1990
Glasgow City,Local Authority,2006/2007,offences-group-8-driving-under-the-influence,count,1605
Scottish Borders,Local Authority,2006/2007,offences-group-8-dangerous-and-careless-driving,count,173
Shetland Islands,Local Authority,2006/2007,crimes-group-3-theft-by-opening-lockfast-places,count,13
Shetland Islands,Local Authority,2006/2007,crimes-group-3-housebreaking,count,26
Shetland Islands,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,5
East Dunbartonshire,Local Authority,2006/2007,crimes-group-4-fire-raising,count,60
Shetland Islands,Local Authority,2006/2007,crimes-group-2-crimes-associated-with-prostitution,count,0
East Dunbartonshire,Local Authority,2006/2007,offences-group-6-urinating-etc,count,116
Shetland Islands,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,5
East Dunbartonshire,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,236
Orkney Islands,Local Authority,2006/2007,crimes-group-4-fire-raising,count,5
Orkney Islands,Local Authority,2006/2007,crimes-group-3-other-dishonesty,count,41
Midlothian,Local Authority,2006/2007,all-group-2-sexual-crimes,count,100
Orkney Islands,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,31
Orkney Islands,Local Authority,2006/2007,crimes-group-3-shoplifting,count,18
Dumfries and Galloway,Local Authority,2006/2007,crimes-group-2-causing-to-view-sexual-activity-or-images,count,18
Orkney Islands,Local Authority,2006/2007,crimes-group-3-fraud,count,4
Orkney Islands,Local Authority,2006/2007,crimes-group-3-other-theft,count,116
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-5-weapons-possession-not-used,count,16
Na h-Eileanan Siar,Local Authority,2006/2007,all-group-5-crimes-against-society,count,271
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-5-drugs-supply,count,31
East Dunbartonshire,Local Authority,2006/2007,crimes-group-3-shoplifting,count,194
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-4-reckless-conduct,count,3
East Dunbartonshire,Local Authority,2006/2007,crimes-group-3-fraud,count,142
East Dunbartonshire,Local Authority,2006/2007,crimes-group-3-other-dishonesty,count,50
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-5-drugs-possession,count,115
East Dunbartonshire,Local Authority,2006/2007,crimes-group-3-other-theft,count,694
South Ayrshire,Local Authority,2006/2007,crimes-group-3-theft-by-opening-lockfast-places,count,137
City of Edinburgh,Local Authority,2006/2007,crimes-group-4-fire-raising,count,393
Clackmannanshire,Local Authority,2006/2007,crimes-group-2-rape-attempted-rape,count,13
Clackmannanshire,Local Authority,2006/2007,crimes-group-1-robbery,count,39
Clackmannanshire,Local Authority,2006/2007,all-group-1-non-sexual-crimes-of-violence,count,1070
Scottish Borders,Local Authority,2006/2007,crimes-group-4-fire-raising,count,64
Clackmannanshire,Local Authority,2006/2007,all-group-3-crimes-of-dishonesty,count,1729
Clackmannanshire,Local Authority,2006/2007,all-group-2-sexual-crimes,count,65
Scottish Borders,Local Authority,2006/2007,crimes-group-3-other-theft,count,886
Scottish Borders,Local Authority,2006/2007,crimes-group-3-fraud,count,122
Scottish Borders,Local Authority,2006/2007,crimes-group-3-shoplifting,count,257
Na h-Eileanan Siar,Local Authority,2006/2007,offences-group-8-driving-under-the-influence,count,104
Scottish Borders,Local Authority,2006/2007,crimes-group-3-other-dishonesty,count,163
Scottish Borders,Local Authority,2006/2007,crimes-group-3-housebreaking,count,228
Scottish Borders,Local Authority,2006/2007,crimes-group-2-other-sexual-crimes,count,7
Scottish Borders,Local Authority,2006/2007,crimes-group-3-theft-from-a-motor-vehicle,count,90
Scottish Borders,Local Authority,2006/2007,crimes-group-3-theft-by-opening-lockfast-places,count,125
Na h-Eileanan Siar,Local Authority,2006/2007,crimes-group-5-other-crimes-against-society,count,0
Na h-Eileanan Siar,Local Authority,2006/2007,offences-group-6-threatening-and-abusive-behaviour,count,510
Shetland Islands,Local Authority,2006/2007,crimes-group-4-fire-raising,count,10
Shetland Islands,Local Authority,2006/2007,crimes-group-3-other-dishonesty,count,17
Na h-Eileanan Siar,Local Authority,2006/2007,offences-group-8-dangerous-and-careless-driving,count,87
Shetland Islands,Local Authority,2006/2007,offences-group-6-urinating-etc,count,43
Shetland Islands,Local Authority,2006/2007,crimes-group-5-crimes-against-public-justice,count,62
Argyll and Bute,Local Authority,2007/2008,crimes-group-3-other-theft,count,882
Highland,Local Authority,2007/2008,crimes-group-1-common-assault,count,3090
Perth and Kinross,Local Authority,2007/2008,crimes-group-4-vandalism,count,1729
Argyll and Bute,Local Authority,2007/2008,crimes-group-5-crimes-against-public-justice,count,551
Argyll and Bute,Local Authority,2007/2008,crimes-group-4-fire-raising,count,58
Perth and Kinross,Local Authority,2007/2008,crimes-group-5-other-crimes-against-society,count,2
Argyll and Bute,Local Authority,2007/2008,crimes-group-3-fraud,count,70
Argyll and Bute,Local Authority,2007/2008,crimes-group-3-other-dishonesty,count,59
Perth and Kinross,Local Authority,2007/2008,crimes-group-2-indecent-photos-of-children,count,0
Perth and Kinross,Local Authority,2007/2008,crimes-group-2-causing-to-view-sexual-activity-or-images,count,6
Perth and Kinross,Local Authority,2007/2008,crimes-group-3-theft-of-a-motor-vehicle,count,173
Perth and Kinross,Local Authority,2007/2008,crimes-group-1-common-assault,count,1288
Perth and Kinross,Local Authority,2007/2008,crimes-group-1-serious-assault-and-attempted-murder,count,69
Perth and Kinross,Local Authority,2007/2008,crimes-group-1-other-non-sexual-violence,count,21
Aberdeenshire,Local Authority,2007/2008,crimes-group-2-sexual-assault,count,156
Stirling,Local Authority,2007/2008,all-group-5-crimes-against-society,count,1169
Stirling,Local Authority,2007/2008,crimes-group-5-weapons-possession-not-used,count,97
Stirling,Local Authority,2007/2008,crimes-group-4-vandalism,count,1540
Perth and Kinross,Local Authority,2007/2008,all-group-4-damage-and-reckless-behaviour,count,1841
Stirling,Local Authority,2007/2008,crimes-group-4-reckless-conduct,count,55
Aberdeenshire,Local Authority,2007/2008,crimes-group-2-other-sexual-crimes,count,24
Aberdeenshire,Local Authority,2007/2008,crimes-group-3-housebreaking,count,483
Aberdeenshire,Local Authority,2007/2008,crimes-group-3-other-theft,count,1686
Aberdeenshire,Local Authority,2007/2008,crimes-group-3-theft-from-a-motor-vehicle,count,102
Aberdeenshire,Local Authority,2007/2008,crimes-group-3-shoplifting,count,494
Aberdeenshire,Local Authority,2007/2008,crimes-group-3-theft-by-opening-lockfast-places,count,189
Perth and Kinross,Local Authority,2007/2008,crimes-group-1-murder-and-culpable-homicide,count,3
Aberdeenshire,Local Authority,2007/2008,crimes-group-2-crimes-associated-with-prostitution,count,1
Perth and Kinross,Local Authority,2007/2008,crimes-group-1-causing-death-by-driving-dangerously,count,1
Moray,Local Authority,2007/2008,all-group-2-sexual-crimes,count,191
Moray,Local Authority,2007/2008,all-group-3-crimes-of-dishonesty,count,2073
Perth and Kinross,Local Authority,2007/2008,crimes-group-4-reckless-conduct,count,53
Stirling,Local Authority,2007/2008,crimes-group-2-indecent-photos-of-children,count,0
Stirling,Local Authority,2007/2008,crimes-group-2-causing-to-view-sexual-activity-or-images,count,8
Moray,Local Authority,2007/2008,all-group-1-non-sexual-crimes-of-violence,count,1413
Stirling,Local Authority,2007/2008,crimes-group-3-theft-of-a-motor-vehicle,count,97
Moray,Local Authority,2007/2008,all-crimes,count,6599
Stirling,Local Authority,2007/2008,crimes-group-1-causing-death-by-driving-dangerously,count,0
Stirling,Local Authority,2007/2008,crimes-group-1-serious-assault-and-attempted-murder,count,68
Argyll and Bute,Local Authority,2007/2008,offences-group-6-urinating-etc,count,145
Stirling,Local Authority,2007/2008,crimes-group-1-other-non-sexual-violence,count,46
Stirling,Local Authority,2007/2008,crimes-group-1-common-assault,count,1290
Perth and Kinross,Local Authority,2007/2008,crimes-group-5-weapons-possession-not-used,count,70
Perth and Kinross,Local Authority,2007/2008,crimes-group-5-drugs-possession,count,590
Perth and Kinross,Local Authority,2007/2008,all-group-5-crimes-against-society,count,1445
Perth and Kinross,Local Authority,2007/2008,crimes-group-5-drugs-supply,count,211
Stirling,Local Authority,2007/2008,crimes-group-5-drugs-supply,count,200
Moray,Local Authority,2007/2008,crimes-group-1-robbery,count,14
Aberdeenshire,Local Authority,2007/2008,all-group-2-sexual-crimes,count,242
Aberdeenshire,Local Authority,2007/2008,all-group-3-crimes-of-dishonesty,count,3428
Stirling,Local Authority,2007/2008,all-group-4-damage-and-reckless-behaviour,count,1669
Aberdeenshire,Local Authority,2007/2008,crimes-group-2-rape-attempted-rape,count,48
Aberdeenshire,Local Authority,2007/2008,crimes-group-1-robbery,count,23
Aberdeen City,Local Authority,2007/2008,crimes-group-3-theft-of-a-motor-vehicle,count,964
Aberdeen City,Local Authority,2007/2008,all-group-4-damage-and-reckless-behaviour,count,5050
Na h-Eileanan Siar,Local Authority,2007/2008,crimes-group-3-other-dishonesty,count,13
Aberdeen City,Local Authority,2007/2008,crimes-group-2-indecent-photos-of-children,count,0
Aberdeen City,Local Authority,2007/2008,crimes-group-4-reckless-conduct,count,180
Aberdeen City,Local Authority,2007/2008,all-group-5-crimes-against-society,count,3579
Aberdeen City,Local Authority,2007/2008,crimes-group-4-vandalism,count,4631
Aberdeen City,Local Authority,2007/2008,crimes-group-1-common-assault,count,4104
Na h-Eileanan Siar,Local Authority,2007/2008,crimes-group-5-crimes-against-public-justice,count,149
Aberdeen City,Local Authority,2007/2008,crimes-group-1-causing-death-by-driving-dangerously,count,0
Aberdeen City,Local Authority,2007/2008,crimes-group-1-serious-assault-and-attempted-murder,count,249
Aberdeen City,Local Authority,2007/2008,crimes-group-2-causing-to-view-sexual-activity-or-images,count,26
